도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
읍성작은도서관,울산광역시,울주군,작은도서관,"매주 월,일요일,국가지정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,26,4318,0,0,3,14,울산광역시 울주군 언양읍 남문4길 16,울산광역시 울주군 언양읍주민센터,052-264-9071,,118.94,www.uljulib.ulju.ulsan.kr,35.56606467,129.1215639,2020-02-25,6310000,울산광역시
느티나무작은도서관,울산광역시,울주군,작은도서관,"매주 토,일요일,국가지정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,16,5130,0,0,3,14,울산광역시 울주군 삼동면 삼동로 777,울산광역시 울주군 삼동면주민센터,052-254-0177,,49,www.uljulib.ulju.ulsan.kr,35.52364043,129.1575392,2020-02-25,6310000,울산광역시
작천정작은도서관,울산광역시,울주군,작은도서관,"매주 토,일요일,국가지정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,28,3578,0,0,3,14,울산광역시 울주군 삼남면 작괘들길 2,울산광역시 울주군 산남면주민센터,052-254-5901,,66,www.uljulib.ulju.ulsan.kr,35.5409345,129.1084346,2020-02-25,6310000,울산광역시
가지산작은도서관,울산광역시,울주군,작은도서관,"매주 토,일요일,국가지정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,10,7338,0,0,3,14,울산광역시 울주군 상북면 도동신리로 5,울산광역시 울주군 상북면주민센터,052-254-1240,,72,www.uljulib.ulju.ulsan.kr,35.5903025418,129.0908602280,2020-02-25,6310000,울산광역시
검암도서관,인천광역시,서구,공공도서관,매주 월요일+국가지정공휴일,09:00,22:00,09:00,18:00,00:00,00:00,402,39099,58,8451,5,14,인천광역시 서구 검암로20번길 20,인천광역시서구시설관리공단,032-565-1610,,,http://www.issl.go.kr,37.56602786,126.6830625,2020-10-14,3560000,인천광역시 서구
석남도서관,인천광역시,서구,공공도서관,매주 월요일+국가지정공휴일,09:00,22:00,09:00,18:00,00:00,00:00,236,61416,60,4323,5,14,인천광역시 서구 서달로137번길 6-12,인천광역시서구시설관리공단,032-575-2600,,,http://www.issl.go.kr,37.511809,126.678265,2020-10-14,3560000,인천광역시 서구
검단도서관,인천광역시,서구,공공도서관,매주 월요일+국가지정공휴일,09:00,22:00,09:00,18:00,00:00,00:00,369,88043,47,0,5,14,인천광역시 서구 완정로92번길 18,인천광역시서구시설관리공단,032-561-4117,,,http://www.issl.go.kr,37.600564,126.6653487,2020-10-14,3560000,인천광역시 서구
심곡도서관,인천광역시,서구,공공도서관,매주 월요일+국가지정공휴일,09:00,22:00,09:00,18:00,00:00,00:00,189,71202,64,4642,5,14,인천광역시 서구 심곡로 31,인천광역시서구시설관리공단,032-568-0133,,,http://www.issl.go.kr,37.5424302,126.6732215,2020-10-14,3560000,인천광역시 서구
신석도서관,인천광역시,서구,공공도서관,매주 월요일+국가지정공휴일,09:00,22:00,09:00,18:00,00:00,00:00,83,68313,53,2879,5,14,인천광역시 서구 염곡로 299,인천광역시서구시설관리공단,032-571-9457,,,http://www.issl.go.kr,37.511704,126.6681209,2020-10-14,3560000,인천광역시 서구
서구도서관,인천광역시,서구,공공도서관,매주 금요일+국가지정공휴일,09:00,22:00,09:00,17:00,00:00,00:00,856,9294,69,447,5,15,인천광역시 서구 건지로334번길 45,인천광역시교육청,032-578-0863,,,https://lib.ice.go.kr,37.494363,126.679647,2020-10-14,3560000,인천광역시 서구
청라호수도서관,인천광역시,서구,공공도서관,매주 금요일+국가지정공휴일,09:00,22:00,09:00,18:00,00:00,00:00,337,78064,61,1786,5,15,인천광역시 서구 크리스탈로 59,인천광역시미추홀도서관,032-563-9579,,,http://www.michuhollib.go.k,37.530614,126.636287,2020-10-14,3560000,인천광역시 서구
청라국제도서관,인천광역시,서구,공공도서관,매주 월요일+국가지정공휴일,09:00,22:00,09:00,18:00,00:00,00:00,142,65578,46,0,5,15,인천광역시 서구 담지로 24,인천광역시미추홀도서관,032-562-6823,,,http://www.michuhollib.go.k,37.53205463,126.660303,2020-10-14,3560000,인천광역시 서구
마전도서관,인천광역시,서구,공공도서관,매주 금요일+국가지정공휴일,09:00,22:00,09:00,18:00,00:00,00:00,266,26907,44,347,5,15,인천광역시 서구 원당대로 563,인천광역시미추홀도서관,032-590-2800,,,http://www.michuhollib.go.k,37.5941997,126.6634429,2020-10-14,3560000,인천광역시 서구
민들레작은도서관,인천광역시,서구,작은도서관,매주 일요일+월요일,10:00,18:00,10:00,18:00,00:00,00:00,24,4374,20,3,3,14,인천광역시 서구 원당대로608번안길 7-1,,070-7560-9198,,,,37.59146981,126.667843,2020-10-14,3560000,인천광역시 서구
미추홀 작은도서관,인천광역시,서구,작은도서관,매주 월요일+일요일+법정공휴일,09:00,17:00,09:00,17:00,00:00,00:00,15,3700,0,1080,2,7,인천광역시 서구 가정로 346,,032-462-3900,,,,37.515616,126.673062,2020-10-14,3560000,인천광역시 서구
사랑의 작은도서관 북카페,인천광역시,서구,작은도서관,매주 토요일+일요일+법정공휴일,09:30,17:30,00:00,00:00,00:00,00:00,6,11238,0,2,2,7,인천광역시 서구 승학로 480,,032-560-3013,,,,37.56441978,126.673601,2020-10-14,3560000,인천광역시 서구
새일꾼 작은도서관,인천광역시,서구,작은도서관,매주 월요일+법정공휴일,10:00,19:00,10:00,17:00,00:00,00:00,10,1580,0,0,3,15,인천광역시 서구 승학로382번길 6,,032-564-0675,,,,37.55594433,126.6739956,2020-10-14,3560000,인천광역시 서구
서인천월드메르디앙 문고,인천광역시,서구,작은도서관,매주 화요일+수요일+금요일+토요일+일요일+법정공휴일,16:00,19:00,00:00,00:00,00:00,00:00,12,3994,0,0,0,0,인천광역시 서구 신석로 71,,032-579-8023,,,,37.51160063,126.6687323,2020-10-14,3560000,인천광역시 서구
솔지마을 문고,인천광역시,서구,작은도서관,매주 월요일+일요일+법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,46,5000,2,0,3,14,인천광역시 서구 청마로167번길 3,,032-561-4304,,,,37.59214166,126.676285,2020-10-14,3560000,인천광역시 서구
수정 작은도서관,인천광역시,서구,작은도서관,매주 토요일+일요일+법정공휴일,09:00,16:30,00:00,00:00,00:00,00:00,27,8886,0,110,3,7,인천광역시 서구 불로로 64,,070-4820-1351,,,,37.61396747,126.6790431,2020-10-14,3560000,인천광역시 서구
어질내 문고,인천광역시,서구,작은도서관,법정공휴일,09:00,17:00,12:00,17:00,00:00,00:00,20,2415,0,0,0,0,인천광역시 서구 서달로193번길 12-11,,032-582-0691,,,,37.51651582,126.6776104,2020-10-14,3560000,인천광역시 서구
신산본자이2차아파트문고,경기도,군포시,작은도서관,"매주토, 일요일, 법정공휴일",09:00,17:00,00:00,00:00,00:00,00:00,16,1896,0,0,2,7,경기도 군포시 고산로151번길26-23,자이2차관리사무소,031-427-0121,,76.6,,37.345243,126.9568841,2020-10-27,4020000,경기도 군포시
경상북도교육청 영주선비도서관,경상북도,영주시,공공도서관,"매월 둘째, 넷째 월요일, 일요일을 제외한 관공서의 공휴일(단, 일요일과 기타 공휴일이 겹치는 경우에는 휴관), 특별한 사유로 도서관장이 지정하는 날",09:00,22:00,09:00,22:00,09:00,22:00,440,136181,287,5328,5,14,경상북도 영주시 영주로60번길 38(가흥동),경상북도교육청,054-630-3800,6000,4785,http://www.gbelib.kr/yj/index.do,36.81970647,128.6059676,2020-07-01,8750689,경상북도교육청 경상북도교육청영주선비도서관
경상북도교육청 영주선비도서관 풍기분관,경상북도,영주시,공공도서관,"매주 월요일, 「관공서의 공휴일에 관한 규정」에서 정한 공휴일(단, 일요일이 관공서의 기타 공휴일과 겹치는 경우 휴관), 도서 및 시설물의 정리, 수리, 기타 사유로 휴관이 불가피한 경우 관장이 지정하여 공고하는 날",09:00,22:00,09:00,22:00,09:00,22:00,420,77548,154,2046,5,14,경상북도 영주시 풍기읍 남원로 152-12(성내리),경상북도교육청,054-637-9811,4889,1002,http://www.gbelib.kr/yjpg/index.do,36.8708481,128.5196599279,2020-07-01,8750689,경상북도교육청 경상북도교육청영주선비도서관
안심도서관,대구광역시,동구,공공도서관,"매주 월요일, 관공서 공휴일",09:00,18:00,09:00,18:00,00:00,00:00,215,70805,32,6910,10,15,대구광역시 동구 금호강변로 360,(재)대구광역시 동구문화재단,053-980-2600,4032,2454,http://www.donggu-lib.kr,35.85902104,128.7018714,2020-11-18,3420000,대구광역시 동구
신천도서관,대구광역시,동구,공공도서관,"매주 월요일, 관공서 공휴일",09:00,18:00,09:00,18:00,00:00,00:00,65,13418,29,6910,10,15,대구광역시 동구 동부로6길 65,(재)대구광역시 동구문화재단,053-980-2600,358,694,http://www.donggu-lib.kr,35.87147288,128.617776,2020-11-18,3420000,대구광역시 동구
신암2동작은도서관,대구광역시,동구,작은도서관,"매주 토요일, 관공서 공휴일(토요일 공휴일 운영시각은 00:00으로 표기)",09:00,18:00,00:00,00:00,00:00,00:00,40,9459,9,0,10,15,대구광역시 동구 신성로 56,(재)대구광역시 동구문화재단,053-662-3633,,119,http://www.donggu-lib.kr/local/html/librarySinam2,35.87997911,128.612707,2020-11-18,3420000,대구광역시 동구
신암3동작은도서관,대구광역시,동구,작은도서관,"매주 토요일, 관공서 공휴일(토요일 공휴일 운영시각은 00:00으로 표기)",09:00,18:00,00:00,00:00,00:00,00:00,22,3072,9,0,10,15,대구광역시 동구 아양로 8길 10-1,(재)대구광역시 동구문화재단,070-7755-5631,,81.4,http://www.donggu-lib.kr/local/html/librarySinam3,35.881049,128.618888,2020-11-18,3420000,대구광역시 동구
신천3동 작은도서관,대구광역시,동구,작은도서관,"매주 토요일, 관공서 공휴일(토요일 공휴일 운영시각은 00:00으로 표기)",09:00,18:00,00:00,00:00,00:00,00:00,40,5280,8,0,10,15,대구광역시 동구 장등로 90,(재)대구광역시 동구문화재단,053-662-3734,,101.1,http://www.donggu-lib.kr/local/html/librarySincheon3,35.87541517,128.623746,2020-11-18,3420000,대구광역시 동구
신천4동 작은도서관,대구광역시,동구,작은도서관,"매주 토요일, 관공서 공휴일(토요일 공휴일 운영시각은 00:00으로 표기)",09:00,18:00,00:00,00:00,00:00,00:00,12,2103,6,0,10,15,대구광역시 동구 화랑로 3길 10-13,(재)대구광역시 동구문화재단,070-4203-6859,,67.14,http://www.donggu-lib.kr/local/html/librarySincheon4,35.869268,128.6309959,2020-11-18,3420000,대구광역시 동구
효목1동 작은도서관,대구광역시,동구,작은도서관,"매주 토요일, 관공서 공휴일(토요일 공휴일 운영시각은 00:00으로 표기)",09:00,18:00,00:00,00:00,00:00,00:00,12,2196,9,0,10,15,대구광역시 동구 화랑로41길 46,(재)대구광역시 동구문화재단,053-662-3775,,47.8,http://www.donggu-lib.kr/local/html/libraryHyomok1,35.881614,128.644945,2020-11-18,3420000,대구광역시 동구
효목2동 작은도서관,대구광역시,동구,작은도서관,"매주 토요일, 관공서 공휴일(토요일 공휴일 운영시각은 00:00으로 표기)",09:00,18:00,00:00,00:00,00:00,00:00,45,4244,8,0,10,15,대구광역시 동구 화랑로25길 45,(재)대구광역시 동구문화재단,053-662-3794,,118.8,http://www.donggu-lib.kr/local/html/libraryHyomok2,35.878152,128.641247,2020-11-18,3420000,대구광역시 동구
도평동 작은도서관,대구광역시,동구,작은도서관,"매주 토요일, 관공서 공휴일(토요일 공휴일 운영시각은 00:00으로 표기)",09:00,18:00,00:00,00:00,00:00,00:00,30,4451,9,0,10,15,대구광역시 동구 팔공로24길 171,(재)대구광역시 동구문화재단,053-662-3810,,126.51,http://www.donggu-lib.kr/local/html/libraryDopyeong,35.90997576,128.6501287391,2020-11-18,3420000,대구광역시 동구
불로어울림 작은도서관,대구광역시,동구,작은도서관,"매주 토요일, 관공서 공휴일(토요일 공휴일 운영시각은 00:00으로 표기)",09:00,18:00,00:00,00:00,00:00,00:00,35,4071,10,0,10,15,대구광역시 동구 팔공로24길 5,(재)대구광역시 동구문화재단,070-4214-0007,,138.85,http://www.donggu-lib.kr/local/html/libraryBulloHarmony,35.90964286,128.641811,2020-11-18,3420000,대구광역시 동구
지저동 작은도서관,대구광역시,동구,작은도서관,"매주 토요일, 관공서 공휴일(토요일 공휴일 운영시각은 00:00으로 표기)",09:00,18:00,00:00,00:00,00:00,00:00,30,5459,9,0,10,15,대구광역시 동구 해동로 7길 14,(재)대구광역시 동구문화재단,070-7755-5633,,162,http://www.donggu-lib.kr/local/html/libraryJijeo,35.893708,128.638279,2020-11-18,3420000,대구광역시 동구
동촌역사 작은도서관,대구광역시,동구,작은도서관,"매주 토요일, 관공서 공휴일(토요일 공휴일 운영시각은 00:00으로 표기)",09:00,18:00,00:00,00:00,00:00,00:00,30,3404,9,0,10,15,대구광역시 동구 동촌역사로 3길 35,(재)대구광역시 동구문화재단,070-4214-6859,,166.51,http://www.donggu-lib.kr/local/html/libraryDongchon,35.890163,128.649818,2020-11-18,3420000,대구광역시 동구
해안동 작은도서관,대구광역시,동구,작은도서관,"매주 토요일, 관공서 공휴일(토요일 공휴일 운영시각은 00:00으로 표기)",09:00,18:00,00:00,00:00,00:00,00:00,30,4011,9,0,10,15,대구광역시 동구 방촌로 29길 46,(재)대구광역시 동구문화재단,070-7755-5632,,85.56,http://www.donggu-lib.kr/local/html/libraryHaean,35.882076,128.671675,2020-11-18,3420000,대구광역시 동구
반야월역사 작은도서관,대구광역시,동구,작은도서관,"매주 토요일, 관공서 공휴일(토요일 공휴일 운영시각은 00:00으로 표기)",09:00,18:00,00:00,00:00,00:00,00:00,17,6152,10,0,10,15,대구광역시 동구 신서로 50,(재)대구광역시 동구문화재단,053-662-4110,,102.51,http://www.donggu-lib.kr/local/html/libraryBanyawol,35.872504,128.724995,2020-11-18,3420000,대구광역시 동구
동구청 작은도서관,대구광역시,동구,작은도서관,"매주 토요일, 관공서 공휴일(토요일 공휴일 운영시각은 00:00으로 표기)",09:00,18:00,00:00,00:00,00:00,00:00,11,9795,0,0,10,15,대구광역시 동구 아양로207,(재)대구광역시 동구문화재단,053-662-2489,,61.65,http://www.donggu-lib.kr/local/html/libraryDongguchung,35.8868105755,128.6360750970,2020-11-18,3420000,대구광역시 동구
의왕시중앙도서관,경기도,의왕시,공공도서관,"매월 첫째,셋째 월요일,법정공휴일",09:00,23:00,09:00,23:00,00:00,00:00,304,221329,122,31090,10,14,경기도 의왕시 골우물길 49,의왕시 중앙도서관,031-345-3656,4909,2460,http://www.uwlib.or.kr/jungang/main.do,37.342241,126.969525,2020-11-04,4030000,경기도 의왕시
의왕시글로벌도서관,경기도,의왕시,공공도서관,"매월 둘째, 넷째 금요일, 법정공휴일",09:00,20:00,09:00,20:00,00:00,00:00,60,84099,42,4640,10,14,경기도 의왕시 보식골로 30-10,의왕시 글로벌도서관,031-345-3681,6392,3519,http://www.uwlib.or.kr/global/main.do,37.35793027,126.9713611,2020-11-04,4030000,경기도 의왕시
내손도서관,경기도,의왕시,공공도서관,"매월 둘째,넷째주 월요일, 법정 공휴일",09:00,22:00,09:00,18:00,00:00,00:00,310,246132,149,14061,5,14,경기도 의왕시 복지로 109,내손도서관,031-345-2651,,,http://www.uwlib.or.kr/,37.3875292,126.981612,2020-11-04,4030000,경기도 의왕시
꿈꾸는작은도서관,전라북도,정읍시,작은도서관,"토요일, 일요일, 공휴일",10:00,19:00,00:00,00:00,00:00,00:00,33,6550,0,0,5,17,전라북도 정읍시 수성택지2길 17,주민자치(꿈꾸는작은도서관 운영위원회),063-531-3260,,101,,35.5763549055,126.8576577162,2020-11-16,4690000,전라북도 정읍시
다문화작은도서관,전라북도,정읍시,작은도서관,"토요일, 일요일, 공휴일",10:00,18:00,10:00,18:00,00:00,00:00,22,2338,0,0,5,17,전라북도 정읍시 중앙2길 22,주민자치(다문화작은도서관 운영위원회),063-532-0035,,110,,35.5676678986,126.8528988501,2020-11-16,4690000,전라북도 정읍시
책향기작은도서관,전라북도,정읍시,작은도서관,"토요일, 일요일, 공휴일",09:00,18:00,00:00,00:00,00:00,00:00,30,5080,0,0,5,17,전라북도 정읍시 말고개길 73-5,전라북도 정읍시청,063-537-6432,,118,,35.5720778364,126.8659434248,2020-11-16,4690000,전라북도 정읍시
남해화전도서관,경상남도,남해군,공공도서관,명절연휴,09:00,18:00,09:00,18:00,09:00,18:00,170,62479,26,1269,4,14,경상남도 남해군 남해읍 망운로 30번길 9,남해군청,055-860-3866,3041,2345,http://www.namhae.go.kr/lib/index.do,34.83891845,127.890675,2020-11-18,5430000,경상남도 남해군
에일린의뜰문고,울산광역시,중구,작은도서관,"매주토, 일요일",10:00,16:00,00:00,00:00,00:00,00:00,20,2700,0,0,3,14,울산광역시 중구 남외1길 105(남외동),,052-295-0706,,,,35.56750085,129.349552,2020-10-22,3690000,울산광역시 중구
남외푸르지오문고,울산광역시,중구,작은도서관,"매주토, 일요일",14:00,17:00,00:00,00:00,00:00,00:00,20,6853,0,0,3,14,울산광역시 중구 남외3길 33(남외동),,052-281-0399,,,,35.56494419,129.3490627,2020-10-22,3690000,울산광역시 중구
월성코오롱하늘채2단지문고,대구광역시,달서구,작은도서관,"매주 월,화,목,금,토,일요일 및 법정공휴일",15:00,17:00,00:00,00:00,00:00,00:00,30,8156,0,10,10,7,대구광역시 달서구 조암남로16길 20,,053-644-7673,,59.4,,35.82230964,128.5234266,2020-10-12,3470000,대구광역시 달서구
하늘채1단지도서관,대구광역시,달서구,작은도서관,매주 토·일요일 및 법정공휴일,14:00,19:00,00:00,00:00,00:00,00:00,56,21567,0,607,3,7,"대구광역시 달서구 조암남로16길 19 (월성동, 코오롱하늘채)",,053-644-7135,,121.97,,35.82211128,128.5220204,2020-10-12,3470000,대구광역시 달서구
대곡역파크드림도서관,대구광역시,달서구,작은도서관,매주 일요일 및 법정공휴일,12:30,17:30,10:00,12:00,00:00,00:00,50,12229,5,102,3,7,"대구광역시 달서구 달서대로 41 (유천동, 대곡역화성파크드림)",,053-290-4850,,154,,35.81358533,128.5103097,2020-10-12,3470000,대구광역시 달서구
성당하늘채도서관,대구광역시,달서구,작은도서관,매주 토·일요일 및 법정공휴일,15:00,19:00,00:00,00:00,00:00,00:00,36,10115,0,128,5,8,"대구광역시 달서구 장기로 160 (감삼동, 성당코오롱하늘채)",,053-525-5957,,116.7,,35.84443764,128.5421725,2020-10-12,3470000,대구광역시 달서구
화성파크리젠시글길도서관,대구광역시,달서구,작은도서관,매주 화·목·일요일 및 법정공휴일,14:00,19:00,09:00,13:00,00:00,00:00,18,6009,6,80,3,7,"대구광역시 달서구 월배로11길 9-15 (유천동, 진천역화성파크리젠시)",,070-4243-8737,,58.6,,35.81343468,128.5189433,2020-10-12,3470000,대구광역시 달서구
성당포스코더샵도서관,대구광역시,달서구,작은도서관,매주 토·일요일 및 법정공휴일,16:00,18:00,00:00,00:00,00:00,00:00,21,10533,0,87,3,15,"대구광역시 달서구 장기로 115 (성당동, 성당포스코더샵)",,070-8911-3402,,121,,35.84314371,128.5473095,2020-10-12,3470000,대구광역시 달서구
상인역e-편한세상 마을문고,대구광역시,달서구,작은도서관,매주 화·목·금·토·일요일 및 법정공휴일,15:00,17:00,00:00,00:00,00:00,00:00,25,4215,0,0,3,7,"대구광역시 달서구 월서로3길 15 (상인동, 상인역e-편한세상 2단지)",,053-634-5577,,46,,35.81970154,128.5350079,2020-10-12,3470000,대구광역시 달서구
월성푸르지오책마루도서관,대구광역시,달서구,작은도서관,매주 일요일 및 법정공휴일,13:00,18:00,10:00,13:00,00:00,00:00,60,16179,6,0,3,7,"대구광역시 달서구 조암로6길 20 (월성동, 월성푸르지오)",,053-635-0061,,191,,35.82912849,128.5260212,2020-10-12,3470000,대구광역시 달서구
월성월드메르디앙도서관,대구광역시,달서구,작은도서관,매주 토·일요일 및 법정공휴일,16:00,21:00,00:00,00:00,00:00,00:00,50,11808,5,0,3,7,"대구광역시 달서구 조암로6길 19 (월성동, 월드메르디앙)",,053-638-6920,,121.65,,35.82652299,128.5231334,2020-10-12,3470000,대구광역시 달서구
청라호수도서관,인천광역시,서구,공공도서관,"매주 금요일, 법정공휴일",09:00,22:00,09:00,18:00,09:00,18:00,819,68116,71,1279,5,14,인천광역시 서구 크리스탈로 59,인천광역시 미추홀도서관,032-563-9579,693252,1789,https://www.michuhollib.go.kr/,37.53061357,126.6362961,2020-06-26,6280000,인천광역시
미추홀도서관,인천광역시,남동구,공공도서관,"매주 금요일, 국가지정공휴일",06:00,22:00,06:00,22:00,06:00,22:00,1259,459012,234,68694,5,14,인천광역시 남동구 인주대로776번길 53,인천광역시 미추홀도서관,032-462-3900,5310,2934,https://www.michuhollib.go.kr/,37.44704885,126.724854,2020-06-26,6280000,인천광역시
청라국제도서관,인천광역시,서구,공공도서관,"매주 월요일, 법정공휴일",09:00,22:00,09:00,18:00,09:00,18:00,246,58964,48,1,5,14,인천광역시 서구 담지로 24,인천광역시 미추홀도서관,032-562-6823,23509,1028,https://www.michuhollib.go.kr/,37.53205463,126.6603195,2020-06-26,6280000,인천광역시
영종하늘도서관,인천광역시,중구,공공도서관,"매주 금요일, 법정공휴일",09:00,22:00,09:00,18:00,09:00,18:00,328,46501,67,836,5,14,인천광역시 중구 하늘중앙로 132,인천광역시 미추홀도서관,032-746-9142,351889,2200,https://www.michuhollib.go.kr/,37.49473534,126.5637817,2020-06-26,6280000,인천광역시
마전도서관,인천광역시,서구,공공도서관,"매주 금요일, 법정공휴일",09:00,22:00,09:00,18:00,09:00,18:00,328,46501,67,836,5,14,인천광역시 서구 원당대로 563,인천광역시 미추홀도서관,032-590-2800,2501,3118.58,https://www.michuhollib.go.kr/,37.59419962,126.6634432,2020-06-26,6280000,인천광역시
송도국제기구도서관,인천광역시,중구,공공도서관,"매주 주말, 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,86,17897,14,39,5,14,인천광역시 연수구 아트센터대로 175,인천광역시 송도국제기구도서관,032-851-6650,516,516,https://www.michuhollib.go.kr/,37.39574673,126.6337957,2020-06-26,6280000,인천광역시
수봉도서관,인천광역시,미추홀구,공공도서관,"매주 월요일, 법정공휴일",06:00,22:00,06:00,22:00,06:00,22:00,335,90222,51,5623,5,14,인천광역시 미추홀구 경인로 218,인천광역시도서관발전진흥원,032-870-9100,29856,2986.54,http://www.imla.kr/sb/index.do,37.4626544,126.6668458,2020-06-26,6280000,인천광역시
영종도서관,인천광역시,중구,공공도서관,"매주 월요일, 법정공휴일",07:00,22:00,07:00,22:00,07:00,22:00,311,95712,151,4980,5,14,인천광역시 중구 영종대로 85,인천광역시도서관발전진흥원,032-745-6000,60116.9,2150.3,http://www.imla.kr/yj/index.do,37.49561261,126.4886676,2020-06-26,6280000,인천광역시
염포양정도서관,울산광역시,북구,공공도서관,"매주월요일, 법정공휴일",09:00,22:00,09:00,18:00,09:00,18:00,160,55597,26,607,20,14,울산광역시 북구 염포로 685-1(염포동),울산광역시 북구,052-241-7450,1049,996.65,https://www.usbl.or.kr,35.5318826,129.3939096,2020-03-18,6310000,울산광역시
명촌어린이도서관,울산광역시,북구,공공도서관,"매주월요일, 법정공휴일",09:00,21:00,09:00,18:00,09:00,18:00,136,25882,15,162,20,14,"울산광역시 북구 명촌12길 11, 4층(명촌동)",울산광역시 북구,052-241-7460,371.48,371.48,https://www.usbl.or.kr,35.55514051,129.3553039,2020-03-18,6310000,울산광역시
울주선바위도서관,울산광역시,울주군,공공도서관,"매주월요일,국가지정공휴일",09:00,22:00,09:00,18:00,00:00,00:00,418,134016,164,19058,3,14,울산광역시 울주군 범서읍 점촌3길 40,울산광역시 울주군청,052-211-5773,4546,7816,www.uljulib.ulju.ulsan.kr,35.57319555,129.2374571,2020-02-25,6310000,울산광역시
울주옹기종기도서관,울산광역시,울주군,공공도서관,"매주월요일,국가지정공휴일",09:00,22:00,09:00,18:00,00:00,00:00,176,110855,57,8821,3,14,울산광역시 울주군 온양읍 온양로 38-1,울산광역시 울주군청,052-239-7413,4690,1490,www.uljulib.ulju.ulsan.kr,35.41283289,129.2765134,2020-02-25,6310000,울산광역시
울주천상도서관,울산광역시,울주군,공공도서관,"매주월요일,국가지정공휴일",09:00,22:00,09:00,18:00,00:00,00:00,115,21250,22,1236,3,14,울산광역시 울주군 범서읍 천상길 60,울산광역시 울주군청,052-243-9096,2092,2990,www.uljulib.ulju.ulsan.kr,35.56106571,129.2250734,2020-02-25,6310000,울산광역시
죽전동 공립작은도서관,대구광역시,달서구,작은도서관,매주 토·일요일 및 법정공휴일,13:00,17:00,00:00,00:00,00:00,00:00,12,8456,3,0,5,15,대구광역시 달서구 와룡로54길 28 (죽전동 204-12),대구광역시 달서구 죽전동 주민센터,053-667-4214,,43.8,,35.85578734,128.5398014,2020-10-12,3470000,대구광역시 달서구
웃는얼굴아트센터 도서실,대구광역시,달서구,작은도서관,매주 일요일 및 법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,53,23322,4,724,5,15,대구광역시 달서구 문화회관길 160 (장기동 722-1),(재)달서문화재단,053-584-9274,,170,,35.84342427,128.5228246,2020-10-12,3470000,대구광역시 달서구
이곡2동 공립작은도서관,대구광역시,달서구,작은도서관,매주 월·일요일 및 법정공휴일,09:00,18:00,09:00,17:00,00:00,00:00,30,28963,5,406,5,15,대구광역시 달서구 계대동문로 77 (이곡동),대구광역시 달서구 이곡2동 행정복지센터,053-667-4368,,190.21,,35.85575471,128.5007758,2020-10-12,3470000,대구광역시 달서구
용산1동 공립작은도서관,대구광역시,달서구,작은도서관,매주 토·일요일 및 법정공휴일,10:00,17:00,00:00,00:00,00:00,00:00,12,24483,1,0,5,15,대구광역시 달서구 용산로 212-7 (용산동 934-6),대구광역시 달서구 용산1동  주민센터,053-667-4279,,96.73,,35.85663686,128.5312265,2020-10-12,3470000,대구광역시 달서구
장기동 공립작은도서관,대구광역시,달서구,작은도서관,매주 토·일요일 및 법정공휴일,09:00,16:00,00:00,00:00,00:00,00:00,10,20683,4,0,5,15,대구광역시 달서구 장기로 277 (장기동 817-2),대구광역시 달서구 장기동  주민센터,053-667-4233,,71.7,,35.84332056,128.5299748,2020-10-12,3470000,대구광역시 달서구
학산작은도서관,대구광역시,달서구,작은도서관,매주 토·일요일 및 법정공휴일,09:00,17:00,00:00,00:00,00:00,00:00,30,7087,10,0,2,15,"대구광역시 달서구 학산로 140(본동, 달서구노인회 지회)",대구광역시 달서구청,053-721-8970,,312,,35.83328112,128.5418069,2020-10-12,3470000,대구광역시 달서구
문화사랑도서관,대구광역시,달서구,작은도서관,매주 토·일요일 및 법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,30,14485,0,30,10,10,"대구광역시 달서구 월성로 77 (월성동, 학산종합사회복지관)",학산종합사회복지관,053-634-7230,,229.3,,35.83004237,128.528337,2020-10-12,3470000,대구광역시 달서구
소망의친구들도서관,대구광역시,달서구,작은도서관,매주 토·일요일 및 법정공휴일,10:00,19:00,00:00,00:00,00:00,00:00,12,8105,6,215,3,15,대구광역시 달서구 감삼1길 7 (감삼동),,053-522-7942,,34.2,,35.84960876,128.5387962,2020-10-12,3470000,대구광역시 달서구
그루터기어린이도서관,대구광역시,달서구,작은도서관,매주 토·일요일 및 법정공휴일,13:00,17:00,00:00,00:00,00:00,00:00,80,12334,0,0,3,14,대구광역시 달서구 서당로9길 7(신당동),,053-583-9855,,186.37,,35.85603433,128.4951285,2020-10-12,3470000,대구광역시 달서구
